#m_a [GeV]  T_R [GeV]  Omega h^2
1.445e-03  1.738e-03  7.703e+00  
1.585e-03  1.738e-03  7.987e+00  
1.738e-03  1.738e-03  8.235e+00  
1.905e-03  1.738e-03  8.441e+00  
2.089e-03  1.738e-03  8.594e+00  
2.291e-03  1.738e-03  8.686e+00  
2.512e-03  1.738e-03  8.708e+00  
2.754e-03  1.738e-03  8.654e+00  
3.020e-03  1.738e-03  8.516e+00  
3.311e-03  1.738e-03  8.289e+00  
3.631e-03  1.738e-03  7.973e+00  
3.981e-03  1.738e-03  7.568e+00  
4.365e-03  1.738e-03  7.081e+00  
4.786e-03  1.738e-03  6.518e+00  
5.248e-03  1.738e-03  5.894e+00  
5.754e-03  1.738e-03  5.224e+00  
6.310e-03  1.738e-03  4.531e+00  
6.918e-03  1.738e-03  3.835e+00  
7.586e-03  1.738e-03  3.158e+00  
8.318e-03  1.738e-03  2.523e+00  
9.120e-03  1.738e-03  1.950e+00  
1.000e-02  1.738e-03  1.451e+00  
1.096e-02  1.738e-03  1.035e+00  
1.202e-02  1.738e-03  7.045e-01  
1.318e-02  1.738e-03  4.556e-01  
1.445e-02  1.738e-03  2.780e-01  
1.585e-02  1.738e-03  1.590e-01  
1.738e-02  1.738e-03  8.468e-02  
1.905e-02  1.738e-03  4.170e-02  
2.089e-02  1.738e-03  1.880e-02  
2.291e-02  1.738e-03  7.689e-03  
2.512e-02  1.738e-03  2.828e-03  
2.754e-02  1.738e-03  9.239e-04  
3.020e-02  1.738e-03  2.650e-04  
3.311e-02  1.738e-03  6.593e-05  
3.631e-02  1.738e-03  1.418e-05  
3.981e-02  1.738e-03  2.724e-06  
4.365e-02  1.738e-03  4.470e-07  
4.786e-02  1.738e-03  5.334e-08  
5.248e-02  1.738e-03  5.051e-09  
5.754e-02  1.738e-03  3.709e-10  
6.310e-02  1.738e-03  2.059e-11  
6.918e-02  1.738e-03  8.417e-13  
7.586e-02  1.738e-03  2.457e-14  
8.318e-02  1.738e-03  4.960e-16  
9.120e-02  1.738e-03  6.676e-18  
1.000e-01  1.738e-03  5.762e-20  
1.096e-01  1.738e-03  3.055e-22  
1.202e-01  1.738e-03  9.486e-25  
1.318e-01  1.738e-03  1.639e-27  
1.445e-01  1.738e-03  1.488e-30  
1.585e-01  1.738e-03  6.675e-34  
1.738e-01  1.738e-03  1.381e-37  
1.905e-01  1.738e-03  1.224e-41  
2.089e-01  1.738e-03  4.276e-46  
2.291e-01  1.738e-03  5.387e-51  
2.512e-01  1.738e-03  2.217e-56  
2.754e-01  1.738e-03  2.676e-62  
3.020e-01  1.738e-03  8.417e-69  
3.311e-01  1.738e-03  6.056e-76  
3.631e-01  1.738e-03  8.646e-84  
3.981e-01  1.738e-03  2.096e-92  
4.365e-01  1.738e-03  7.265e-102  
4.786e-01  1.738e-03  2.987e-112  
5.248e-01  1.738e-03  1.185e-123  
5.754e-01  1.738e-03  3.623e-136  
6.310e-01  1.738e-03  6.662e-150  
6.918e-01  1.738e-03  5.618e-165  
7.586e-01  1.738e-03  1.614e-181  
8.318e-01  1.738e-03  1.140e-199  
9.120e-01  1.738e-03  1.384e-219  
1.000e+00  1.738e-03  1.952e-241  
1.000e-04  1.905e-03  9.957e-01  
1.096e-04  1.905e-03  1.089e+00  
1.202e-04  1.905e-03  1.191e+00  
1.318e-04  1.905e-03  1.302e+00  
1.445e-04  1.905e-03  1.423e+00  
1.585e-04  1.905e-03  1.554e+00  
1.738e-04  1.905e-03  1.697e+00  
1.905e-04  1.905e-03  1.851e+00  
2.089e-04  1.905e-03  2.018e+00  
2.291e-04  1.905e-03  2.198e+00  
2.512e-04  1.905e-03  2.392e+00  
2.754e-04  1.905e-03  2.601e+00  
3.020e-04  1.905e-03  2.827e+00  
3.311e-04  1.905e-03  3.068e+00  
3.631e-04  1.905e-03  3.327e+00  
3.981e-04  1.905e-03  3.603e+00  
4.365e-04  1.905e-03  3.898e+00  
4.786e-04  1.905e-03  4.210e+00  
5.248e-04  1.905e-03  4.541e+00  
5.754e-04  1.905e-03  4.889e+00  
6.310e-04  1.905e-03  5.255e+00  
6.918e-04  1.905e-03  5.637e+00  
7.586e-04  1.905e-03  6.034e+00  
8.318e-04  1.905e-03  6.444e+00  
9.120e-04  1.905e-03  6.864e+00  
1.000e-03  1.905e-03  7.291e+00  
1.096e-03  1.905e-03  7.721e+00  
1.202e-03  1.905e-03  8.149e+00  
1.318e-03  1.905e-03  8.569e+00  
1.445e-03  1.905e-03  8.975e+00  
1.585e-03  1.905e-03  9.359e+00  
1.738e-03  1.905e-03  9.710e+00  
1.905e-03  1.905e-03  1.002e+01  
2.089e-03  1.905e-03  1.028e+01  
2.291e-03  1.905e-03  1.048e+01  
2.512e-03  1.905e-03  1.060e+01  
2.754e-03  1.905e-03  1.064e+01  
3.020e-03  1.905e-03  1.058e+01  
3.311e-03  1.905e-03  1.043e+01  
3.631e-03  1.905e-03  1.016e+01  
3.981e-03  1.905e-03  9.789e+00  
4.365e-03  1.905e-03  9.305e+00  
4.786e-03  1.905e-03  8.718e+00  
5.248e-03  1.905e-03  8.037e+00  
5.754e-03  1.905e-03  7.277e+00  
6.310e-03  1.905e-03  6.462e+00  
6.918e-03  1.905e-03  5.613e+00  
7.586e-03  1.905e-03  4.757e+00  
8.318e-03  1.905e-03  3.922e+00  
9.120e-03  1.905e-03  3.139e+00  
1.000e-02  1.905e-03  2.429e+00  
1.096e-02  1.905e-03  1.809e+00  
1.202e-02  1.905e-03  1.292e+00  
1.318e-02  1.905e-03  8.810e-01  
1.445e-02  1.905e-03  5.702e-01  
1.585e-02  1.905e-03  3.482e-01  
1.738e-02  1.905e-03  1.993e-01  
1.905e-02  1.905e-03  1.063e-01  
2.089e-02  1.905e-03  5.238e-02  
2.291e-02  1.905e-03  2.363e-02  
2.512e-02  1.905e-03  9.673e-03  
2.754e-02  1.905e-03  3.559e-03  
3.020e-02  1.905e-03  1.163e-03  
3.311e-02  1.905e-03  3.338e-04  
3.631e-02  1.905e-03  8.311e-05  
3.981e-02  1.905e-03  1.788e-05  
4.365e-02  1.905e-03  3.438e-06  
4.786e-02  1.905e-03  5.669e-07  
5.248e-02  1.905e-03  6.769e-08  
5.754e-02  1.905e-03  6.411e-09  
6.310e-02  1.905e-03  4.709e-10  
6.918e-02  1.905e-03  2.615e-11  
7.586e-02  1.905e-03  1.069e-12  
8.318e-02  1.905e-03  3.122e-14  
9.120e-02  1.905e-03  6.302e-16  
1.000e-01  1.905e-03  8.484e-18  
1.096e-01  1.905e-03  7.324e-20  
1.202e-01  1.905e-03  3.883e-22  
1.318e-01  1.905e-03  1.206e-24  
1.445e-01  1.905e-03  2.084e-27  
1.585e-01  1.905e-03  1.893e-30  
1.738e-01  1.905e-03  8.490e-34  
1.905e-01  1.905e-03  1.757e-37  
2.089e-01  1.905e-03  1.557e-41  
2.291e-01  1.905e-03  5.439e-46  
2.512e-01  1.905e-03  6.853e-51  
2.754e-01  1.905e-03  2.821e-56  
3.020e-01  1.905e-03  3.405e-62  
3.311e-01  1.905e-03  1.071e-68  
3.631e-01  1.905e-03  7.706e-76  
3.981e-01  1.905e-03  1.100e-83  
4.365e-01  1.905e-03  2.667e-92  
4.786e-01  1.905e-03  9.246e-102  
5.248e-01  1.905e-03  3.801e-112  
5.754e-01  1.905e-03  1.509e-123  
6.310e-01  1.905e-03  4.612e-136  
6.918e-01  1.905e-03  8.479e-150  
7.586e-01  1.905e-03  7.150e-165  
8.318e-01  1.905e-03  2.054e-181  
9.120e-01  1.905e-03  1.450e-199  
1.000e+00  1.905e-03  1.761e-219  
1.000e-04  2.089e-03  1.101e+00  
1.096e-04  2.089e-03  1.205e+00  
1.202e-04  2.089e-03  1.318e+00  
1.318e-04  2.089e-03  1.441e+00  
1.445e-04  2.089e-03  1.575e+00  
1.585e-04  2.089e-03  1.720e+00  
1.738e-04  2.089e-03  1.879e+00  
1.905e-04  2.089e-03  2.050e+00  
2.089e-04  2.089e-03  2.236e+00  
2.291e-04  2.089e-03  2.438e+00  
2.512e-04  2.089e-03  2.655e+00  
2.754e-04  2.089e-03  2.890e+00  
3.020e-04  2.089e-03  3.143e+00  
3.311e-04  2.089e-03  3.415e+00  
3.631e-04  2.089e-03  3.707e+00  
3.981e-04  2.089e-03  4.019e+00  
4.365e-04  2.089e-03  4.353e+00  
4.786e-04  2.089e-03  4.709e+00  
5.248e-04  2.089e-03  5.087e+00  
5.754e-04  2.089e-03  5.487e+00  
6.310e-04  2.089e-03  5.909e+00  
6.918e-04  2.089e-03  6.352e+00  
7.586e-04  2.089e-03  6.816e+00  
8.318e-04  2.089e-03  7.297e+00  
9.120e-04  2.089e-03  7.795e+00  
1.000e-03  2.089e-03  8.307e+00  
1.096e-03  2.089e-03  8.827e+00  
1.202e-03  2.089e-03  9.352e+00  
1.318e-03  2.089e-03  9.876e+00  
1.445e-03  2.089e-03  1.039e+01  
1.585e-03  2.089e-03  1.089e+01  
1.738e-03  2.089e-03  1.136e+01  
1.905e-03  2.089e-03  1.180e+01  
2.089e-03  2.089e-03  1.219e+01  
2.291e-03  2.089e-03  1.251e+01  
2.512e-03  2.089e-03  1.276e+01  
2.754e-03  2.089e-03  1.292e+01  
3.020e-03  2.089e-03  1.299e+01  
3.311e-03  2.089e-03  1.293e+01  
3.631e-03  2.089e-03  1.276e+01  
3.981e-03  2.089e-03  1.245e+01  
4.365e-03  2.089e-03  1.200e+01  
4.786e-03  2.089e-03  1.143e+01  
5.248e-03  2.089e-03  1.072e+01  
5.754e-03  2.089e-03  9.895e+00  
6.310e-03  2.089e-03  8.973e+00  
6.918e-03  2.089e-03  7.979e+00  
7.586e-03  2.089e-03  6.939e+00  
8.318e-03  2.089e-03  5.888e+00  
9.120e-03  2.089e-03  4.863e+00  
1.000e-02  2.089e-03  3.897e+00  
1.096e-02  2.089e-03  3.019e+00  
1.202e-02  2.089e-03  2.251e+00  
1.318e-02  2.089e-03  1.610e+00  
1.445e-02  2.089e-03  1.099e+00  
1.585e-02  2.089e-03  7.121e-01  
1.738e-02  2.089e-03  4.350e-01  
1.905e-02  2.089e-03  2.495e-01  
2.089e-02  2.089e-03  1.332e-01  
2.291e-02  2.089e-03  6.564e-02  
2.512e-02  2.089e-03  2.962e-02  
2.754e-02  2.089e-03  1.214e-02  
3.020e-02  2.089e-03  4.470e-03  
3.311e-02  2.089e-03  1.462e-03  
3.631e-02  2.089e-03  4.195e-04  
3.981e-02  2.089e-03  1.045e-04  
4.365e-02  2.089e-03  2.250e-05  
4.786e-02  2.089e-03  4.330e-06  
5.248e-02  2.089e-03  7.174e-07  
5.754e-02  2.089e-03  8.568e-08  
6.310e-02  2.089e-03  8.118e-09  
6.918e-02  2.089e-03  5.963e-10  
7.586e-02  2.089e-03  3.313e-11  
8.318e-02  2.089e-03  1.355e-12  
9.120e-02  2.089e-03  3.957e-14  
1.000e-01  2.089e-03  7.989e-16  
1.096e-01  2.089e-03  1.076e-17  
1.202e-01  2.089e-03  9.287e-20  
1.318e-01  2.089e-03  4.925e-22  
1.445e-01  2.089e-03  1.530e-24  
1.585e-01  2.089e-03  2.644e-27  
1.738e-01  2.089e-03  2.401e-30  
1.905e-01  2.089e-03  1.077e-33  
2.089e-01  2.089e-03  2.229e-37  
2.291e-01  2.089e-03  1.975e-41  
2.512e-01  2.089e-03  6.903e-46  
2.754e-01  2.089e-03  8.698e-51  
3.020e-01  2.089e-03  3.581e-56  
3.311e-01  2.089e-03  4.323e-62  
3.631e-01  2.089e-03  1.359e-68  
3.981e-01  2.089e-03  9.782e-76  
4.365e-01  2.089e-03  1.397e-83  
4.786e-01  2.089e-03  3.386e-92  
5.248e-01  2.089e-03  1.174e-101  
5.754e-01  2.089e-03  4.826e-112  
6.310e-01  2.089e-03  1.915e-123  
6.918e-01  2.089e-03  5.855e-136  
7.586e-01  2.089e-03  1.077e-149  
8.318e-01  2.089e-03  9.079e-165  
9.120e-01  2.089e-03  2.608e-181  
1.000e+00  2.089e-03  1.842e-199  
1.000e-04  2.291e-03  1.216e+00  
1.096e-04  2.291e-03  1.331e+00  
1.202e-04  2.291e-03  1.456e+00  
1.318e-04  2.291e-03  1.592e+00  
1.445e-04  2.291e-03  1.741e+00  
1.585e-04  2.291e-03  1.903e+00  
1.738e-04  2.291e-03  2.079e+00  
1.905e-04  2.291e-03  2.270e+00  
2.089e-04  2.291e-03  2.477e+00  
2.291e-04  2.291e-03  2.701e+00  
2.512e-04  2.291e-03  2.944e+00  
2.754e-04  2.291e-03  3.206e+00  
3.020e-04  2.291e-03  3.489e+00  
3.311e-04  2.291e-03  3.795e+00  
3.631e-04  2.291e-03  4.123e+00  
3.981e-04  2.291e-03  4.476e+00  
4.365e-04  2.291e-03  4.853e+00  
4.786e-04  2.291e-03  5.257e+00  
5.248e-04  2.291e-03  5.686e+00  
5.754e-04  2.291e-03  6.143e+00  
6.310e-04  2.291e-03  6.627e+00  
6.918e-04  2.291e-03  7.138e+00  
7.586e-04  2.291e-03  7.675e+00  
8.318e-04  2.291e-03  8.237e+00  
9.120e-04  2.291e-03  8.822e+00  
1.000e-03  2.291e-03  9.427e+00  
1.096e-03  2.291e-03  1.005e+01  
1.202e-03  2.291e-03  1.068e+01  
1.318e-03  2.291e-03  1.132e+01  
1.445e-03  2.291e-03  1.196e+01  
1.585e-03  2.291e-03  1.259e+01  
1.738e-03  2.291e-03  1.321e+01  
1.905e-03  2.291e-03  1.379e+01  
2.089e-03  2.291e-03  1.433e+01  
2.291e-03  2.291e-03  1.481e+01  
2.512e-03  2.291e-03  1.521e+01  
2.754e-03  2.291e-03  1.553e+01  
3.020e-03  2.291e-03  1.574e+01  
3.311e-03  2.291e-03  1.583e+01  
3.631e-03  2.291e-03  1.579e+01  
3.981e-03  2.291e-03  1.559e+01  
4.365e-03  2.291e-03  1.523e+01  
4.786e-03  2.291e-03  1.470e+01  
5.248e-03  2.291e-03  1.401e+01  
5.754e-03  2.291e-03  1.316e+01  
6.310e-03  2.291e-03  1.216e+01  
6.918e-03  2.291e-03  1.105e+01  
7.586e-03  2.291e-03  9.835e+00  
8.318e-03  2.291e-03  8.564e+00  
9.120e-03  2.291e-03  7.279e+00  
1.000e-02  2.291e-03  6.020e+00  
1.096e-02  2.291e-03  4.830e+00  
1.202e-02  2.291e-03  3.745e+00  
1.318e-02  2.291e-03  2.797e+00  
1.445e-02  2.291e-03  2.003e+00  
1.585e-02  2.291e-03  1.369e+00  
1.738e-02  2.291e-03  8.873e-01  
1.905e-02  2.291e-03  5.430e-01  
2.089e-02  2.291e-03  3.116e-01  
2.291e-02  2.291e-03  1.664e-01  
2.512e-02  2.291e-03  8.205e-02  
2.754e-02  2.291e-03  3.709e-02  
3.020e-02  2.291e-03  1.521e-02  
3.311e-02  2.291e-03  5.603e-03  
3.631e-02  2.291e-03  1.832e-03  
3.981e-02  2.291e-03  5.265e-04  
4.365e-02  2.291e-03  1.312e-04  
4.786e-02  2.291e-03  2.825e-05  
5.248e-02  2.291e-03  5.442e-06  
5.754e-02  2.291e-03  9.059e-07  
6.310e-02  2.291e-03  1.082e-07  
6.918e-02  2.291e-03  1.026e-08  
7.586e-02  2.291e-03  7.537e-10  
8.318e-02  2.291e-03  4.189e-11  
9.120e-02  2.291e-03  1.713e-12  
1.000e-01  2.291e-03  5.005e-14  
1.096e-01  2.291e-03  1.011e-15  
1.202e-01  2.291e-03  1.361e-17  
1.318e-01  2.291e-03  1.175e-19  
1.445e-01  2.291e-03  6.233e-22  
1.585e-01  2.291e-03  1.936e-24  
1.738e-01  2.291e-03  3.347e-27  
1.905e-01  2.291e-03  3.040e-30  
2.089e-01  2.291e-03  1.364e-33  
2.291e-01  2.291e-03  2.823e-37  
2.512e-01  2.291e-03  2.501e-41  
2.754e-01  2.291e-03  8.743e-46  
3.020e-01  2.291e-03  1.102e-50  
3.311e-01  2.291e-03  4.535e-56  
3.631e-01  2.291e-03  5.476e-62  
3.981e-01  2.291e-03  1.722e-68  
4.365e-01  2.291e-03  1.239e-75  
4.786e-01  2.291e-03  1.770e-83  
5.248e-01  2.291e-03  4.289e-92  
5.754e-01  2.291e-03  1.487e-101  
6.310e-01  2.291e-03  6.115e-112  
6.918e-01  2.291e-03  2.427e-123  
7.586e-01  2.291e-03  7.419e-136  
8.318e-01  2.291e-03  1.364e-149  
9.120e-01  2.291e-03  1.150e-164  
1.000e+00  2.291e-03  3.304e-181  
1.000e-04  2.512e-03  1.342e+00  
1.096e-04  2.512e-03  1.469e+00  
1.202e-04  2.512e-03  1.608e+00  
1.318e-04  2.512e-03  1.759e+00  
1.445e-04  2.512e-03  1.923e+00  
1.585e-04  2.512e-03  2.103e+00  
1.738e-04  2.512e-03  2.298e+00  
1.905e-04  2.512e-03  2.510e+00  
2.089e-04  2.512e-03  2.740e+00  
2.291e-04  2.512e-03  2.990e+00  
2.512e-04  2.512e-03  3.261e+00  
2.754e-04  2.512e-03  3.554e+00  
3.020e-04  2.512e-03  3.870e+00  
3.311e-04  2.512e-03  4.212e+00  
3.631e-04  2.512e-03  4.580e+00  
3.981e-04  2.512e-03  4.976e+00  
4.365e-04  2.512e-03  5.401e+00  
4.786e-04  2.512e-03  5.857e+00  
5.248e-04  2.512e-03  6.345e+00  
5.754e-04  2.512e-03  6.864e+00  
6.310e-04  2.512e-03  7.417e+00  
6.918e-04  2.512e-03  8.002e+00  
7.586e-04  2.512e-03  8.620e+00  
8.318e-04  2.512e-03  9.271e+00  
9.120e-04  2.512e-03  9.952e+00  
1.000e-03  2.512e-03  1.066e+01  
1.096e-03  2.512e-03  1.140e+01  
1.202e-03  2.512e-03  1.215e+01  
1.318e-03  2.512e-03  1.292e+01  
1.445e-03  2.512e-03  1.370e+01  
1.585e-03  2.512e-03  1.449e+01  
1.738e-03  2.512e-03  1.526e+01  
1.905e-03  2.512e-03  1.601e+01  
2.089e-03  2.512e-03  1.672e+01  
2.291e-03  2.512e-03  1.739e+01  
2.512e-03  2.512e-03  1.798e+01  
2.754e-03  2.512e-03  1.849e+01  
3.020e-03  2.512e-03  1.889e+01  
3.311e-03  2.512e-03  1.917e+01  
3.631e-03  2.512e-03  1.929e+01  
3.981e-03  2.512e-03  1.925e+01  
4.365e-03  2.512e-03  1.903e+01  
4.786e-03  2.512e-03  1.861e+01  
5.248e-03  2.512e-03  1.799e+01  
5.754e-03  2.512e-03  1.716e+01  
6.310e-03  2.512e-03  1.614e+01  
6.918e-03  2.512e-03  1.494e+01  
7.586e-03  2.512e-03  1.358e+01  
8.318e-03  2.512e-03  1.211e+01  
9.120e-03  2.512e-03  1.056e+01  
1.000e-02  2.512e-03  8.984e+00  
1.096e-02  2.512e-03  7.440e+00  
1.202e-02  2.512e-03  5.976e+00  
1.318e-02  2.512e-03  4.639e+00  
1.445e-02  2.512e-03  3.470e+00  
1.585e-02  2.512e-03  2.488e+00  
1.738e-02  2.512e-03  1.701e+00  
1.905e-02  2.512e-03  1.104e+00  
2.089e-02  2.512e-03  6.765e-01  
2.291e-02  2.512e-03  3.886e-01  
2.512e-02  2.512e-03  2.076e-01  
2.754e-02  2.512e-03  1.025e-01  
3.020e-02  2.512e-03  4.636e-02  
3.311e-02  2.512e-03  1.902e-02  
3.631e-02  2.512e-03  7.009e-03  
3.981e-02  2.512e-03  2.294e-03  
4.365e-02  2.512e-03  6.595e-04  
4.786e-02  2.512e-03  1.645e-04  
5.248e-02  2.512e-03  3.541e-05  
5.754e-02  2.512e-03  6.830e-06  
6.310e-02  2.512e-03  1.142e-06  
6.918e-02  2.512e-03  1.365e-07  
7.586e-02  2.512e-03  1.294e-08  
8.318e-02  2.512e-03  9.509e-10  
9.120e-02  2.512e-03  5.286e-11  
1.000e-01  2.512e-03  2.162e-12  
1.096e-01  2.512e-03  6.318e-14  
1.202e-01  2.512e-03  1.276e-15  
1.318e-01  2.512e-03  1.719e-17  
1.445e-01  2.512e-03  1.484e-19  
1.585e-01  2.512e-03  7.874e-22  
1.738e-01  2.512e-03  2.446e-24  
1.905e-01  2.512e-03  4.229e-27  
2.089e-01  2.512e-03  3.842e-30  
2.291e-01  2.512e-03  1.724e-33  
2.512e-01  2.512e-03  3.568e-37  
2.754e-01  2.512e-03  3.162e-41  
3.020e-01  2.512e-03  1.105e-45  
3.311e-01  2.512e-03  1.393e-50  
3.631e-01  2.512e-03  5.734e-56  
3.981e-01  2.512e-03  6.923e-62  
4.365e-01  2.512e-03  2.177e-68  
4.786e-01  2.512e-03  1.567e-75  
5.248e-01  2.512e-03  2.238e-83  
5.754e-01  2.512e-03  5.424e-92  
6.310e-01  2.512e-03  1.881e-101  
6.918e-01  2.512e-03  7.733e-112  
7.586e-01  2.512e-03  3.069e-123  
8.318e-01  2.512e-03  9.382e-136  
9.120e-01  2.512e-03  1.725e-149  
1.000e+00  2.512e-03  1.455e-164  
1.000e-04  2.754e-03  1.481e+00  
1.096e-04  2.754e-03  1.621e+00  
1.202e-04  2.754e-03  1.774e+00  
1.318e-04  2.754e-03  1.941e+00  
1.445e-04  2.754e-03  2.124e+00  
1.585e-04  2.754e-03  2.322e+00  
1.738e-04  2.754e-03  2.538e+00  
1.905e-04  2.754e-03  2.774e+00  
2.089e-04  2.754e-03  3.029e+00  
2.291e-04  2.754e-03  3.307e+00  
2.512e-04  2.754e-03  3.608e+00  
2.754e-04  2.754e-03  3.935e+00  
3.020e-04  2.754e-03  4.288e+00  
3.311e-04  2.754e-03  4.669e+00  
3.631e-04  2.754e-03  5.082e+00  
3.981e-04  2.754e-03  5.526e+00  
4.365e-04  2.754e-03  6.005e+00  
4.786e-04  2.754e-03  6.518e+00  
5.248e-04  2.754e-03  7.068e+00  
5.754e-04  2.754e-03  7.656e+00  
6.310e-04  2.754e-03  8.284e+00  
6.918e-04  2.754e-03  8.952e+00  
7.586e-04  2.754e-03  9.660e+00  
8.318e-04  2.754e-03  1.041e+01  
9.120e-04  2.754e-03  1.120e+01  
1.000e-03  2.754e-03  1.202e+01  
1.096e-03  2.754e-03  1.288e+01  
1.202e-03  2.754e-03  1.377e+01  
1.318e-03  2.754e-03  1.469e+01  
1.445e-03  2.754e-03  1.563e+01  
1.585e-03  2.754e-03  1.658e+01  
1.738e-03  2.754e-03  1.754e+01  
1.905e-03  2.754e-03  1.848e+01  
2.089e-03  2.754e-03  1.940e+01  
2.291e-03  2.754e-03  2.027e+01  
2.512e-03  2.754e-03  2.109e+01  
2.754e-03  2.754e-03  2.183e+01  
3.020e-03  2.754e-03  2.246e+01  
3.311e-03  2.754e-03  2.296e+01  
3.631e-03  2.754e-03  2.331e+01  
3.981e-03  2.754e-03  2.349e+01  
4.365e-03  2.754e-03  2.346e+01  
4.786e-03  2.754e-03  2.321e+01  
5.248e-03  2.754e-03  2.272e+01  
5.754e-03  2.754e-03  2.198e+01  
6.310e-03  2.754e-03  2.099e+01  
6.918e-03  2.754e-03  1.977e+01  
7.586e-03  2.754e-03  1.832e+01  
8.318e-03  2.754e-03  1.667e+01  
9.120e-03  2.754e-03  1.488e+01  
1.000e-02  2.754e-03  1.299e+01  
1.096e-02  2.754e-03  1.107e+01  
1.202e-02  2.754e-03  9.178e+00  
1.318e-02  2.754e-03  7.381e+00  
1.445e-02  2.754e-03  5.738e+00  
1.585e-02  2.754e-03  4.297e+00  
1.738e-02  2.754e-03  3.083e+00  
1.905e-02  2.754e-03  2.111e+00  
2.089e-02  2.754e-03  1.372e+00  
2.291e-02  2.754e-03  8.413e-01  
2.512e-02  2.754e-03  4.835e-01  
2.754e-02  2.754e-03  2.585e-01  
3.020e-02  2.754e-03  1.278e-01  
3.311e-02  2.754e-03  5.784e-02  
3.631e-02  2.754e-03  2.374e-02  
3.981e-02  2.754e-03  8.752e-03  
4.365e-02  2.754e-03  2.868e-03  
4.786e-02  2.754e-03  8.247e-04  
5.248e-02  2.754e-03  2.057e-04  
5.754e-02  2.754e-03  4.432e-05  
6.310e-02  2.754e-03  8.556e-06  
6.918e-02  2.754e-03  1.436e-06  
7.586e-02  2.754e-03  1.717e-07  
8.318e-02  2.754e-03  1.628e-08  
9.120e-02  2.754e-03  1.197e-09  
1.000e-01  2.754e-03  6.656e-11  
1.096e-01  2.754e-03  2.723e-12  
1.202e-01  2.754e-03  7.959e-14  
1.318e-01  2.754e-03  1.608e-15  
1.445e-01  2.754e-03  2.166e-17  
1.585e-01  2.754e-03  1.871e-19  
1.738e-01  2.754e-03  9.925e-22  
1.905e-01  2.754e-03  3.084e-24  
2.089e-01  2.754e-03  5.332e-27  
2.291e-01  2.754e-03  4.844e-30  
2.512e-01  2.754e-03  2.174e-33  
2.754e-01  2.754e-03  4.500e-37  
3.020e-01  2.754e-03  3.988e-41  
3.311e-01  2.754e-03  1.394e-45  
3.631e-01  2.754e-03  1.757e-50  
3.981e-01  2.754e-03  7.234e-56  
4.365e-01  2.754e-03  8.734e-62  
4.786e-01  2.754e-03  2.747e-68  
5.248e-01  2.754e-03  1.977e-75  
5.754e-01  2.754e-03  2.823e-83  
6.310e-01  2.754e-03  6.844e-92  
6.918e-01  2.754e-03  2.373e-101  
7.586e-01  2.754e-03  9.758e-112  
8.318e-01  2.754e-03  3.873e-123  
9.120e-01  2.754e-03  1.184e-135  
1.000e+00  2.754e-03  2.177e-149  
1.000e-04  3.020e-03  1.632e+00  
1.096e-04  3.020e-03  1.787e+00  
1.202e-04  3.020e-03  1.957e+00  
1.318e-04  3.020e-03  2.142e+00  
1.445e-04  3.020e-03  2.343e+00  
1.585e-04  3.020e-03  2.563e+00  
1.738e-04  3.020e-03  2.802e+00  
1.905e-04  3.020e-03  3.063e+00  
2.089e-04  3.020e-03  3.347e+00  
2.291e-04  3.020e-03  3.655e+00  
2.512e-04  3.020e-03  3.989e+00  
2.754e-04  3.020e-03  4.352e+00  
3.020e-04  3.020e-03  4.746e+00  
3.311e-04  3.020e-03  5.172e+00  
3.631e-04  3.020e-03  5.632e+00  
3.981e-04  3.020e-03  6.130e+00  
4.365e-04  3.020e-03  6.665e+00  
4.786e-04  3.020e-03  7.242e+00  
5.248e-04  3.020e-03  7.862e+00  
5.754e-04  3.020e-03  8.527e+00  
6.310e-04  3.020e-03  9.238e+00  
6.918e-04  3.020e-03  9.995e+00  
7.586e-04  3.020e-03  1.080e+01  
8.318e-04  3.020e-03  1.166e+01  
9.120e-04  3.020e-03  1.256e+01  
1.000e-03  3.020e-03  1.352e+01  
1.096e-03  3.020e-03  1.452e+01  
1.202e-03  3.020e-03  1.556e+01  
1.318e-03  3.020e-03  1.664e+01  
1.445e-03  3.020e-03  1.776e+01  
1.585e-03  3.020e-03  1.890e+01  
1.738e-03  3.020e-03  2.006e+01  
1.905e-03  3.020e-03  2.122e+01  
2.089e-03  3.020e-03  2.237e+01  
2.291e-03  3.020e-03  2.349e+01  
2.512e-03  3.020e-03  2.457e+01  
2.754e-03  3.020e-03  2.557e+01  
3.020e-03  3.020e-03  2.648e+01  
3.311e-03  3.020e-03  2.726e+01  
3.631e-03  3.020e-03  2.789e+01  
3.981e-03  3.020e-03  2.834e+01  
4.365e-03  3.020e-03  2.857e+01  
4.786e-03  3.020e-03  2.856e+01  
5.248e-03  3.020e-03  2.828e+01  
5.754e-03  3.020e-03  2.771e+01  
6.310e-03  3.020e-03  2.683e+01  
6.918e-03  3.020e-03  2.566e+01  
7.586e-03  3.020e-03  2.418e+01  
8.318e-03  3.020e-03  2.243e+01  
9.120e-03  3.020e-03  2.044e+01  
1.000e-02  3.020e-03  1.826e+01  
1.096e-02  3.020e-03  1.597e+01  
1.202e-02  3.020e-03  1.362e+01  
1.318e-02  3.020e-03  1.130e+01  
1.445e-02  3.020e-03  9.102e+00  
1.585e-02  3.020e-03  7.086e+00  
1.738e-02  3.020e-03  5.311e+00  
1.905e-02  3.020e-03  3.815e+00  
